Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-09-05,416.482,416.482,413.668,414.605,47.973301200721
2022-09-06,420.234,420.234,414.605,415.544,213.2146720032
2022-09-07,414.605,423.048,414.605,416.482,25.585760640384
2022-09-08,416.482,416.482,415.544,415.544,3.198220080048
2022-09-09,421.171,422.11,415.544,421.171,57.567961440865
2022-09-12,422.11,422.11,416.482,416.482,13.858953680208
2022-09-13,416.482,416.482,415.544,415.544,29.850054080448
2022-09-14,421.171,421.171,416.482,421.171,34.114347520512
2022-09-15,423.048,423.048,415.544,415.544,4.2642934400641
2022-09-16,414.605,414.605,414.605,414.605,19.189320480288
2022-09-19,414.605,421.171,414.605,419.296,20.255393840304
2022-09-20,418.358,418.358,418.358,418.358,1.066073360016
2022-09-21,414.605,414.605,413.668,413.668,79.955502001201
2022-09-22,413.668,416.482,412.73,416.482,72.492988481089
2022-09-23,412.73,417.419,408.039,408.039,214.28074536322
2022-09-26,413.668,413.668,403.35,403.35,113.0037761617
2022-09-27,411.791,411.791,389.279,404.287,113.0037761617
2022-09-28,403.35,403.35,403.35,403.35,5.3303668000801
2022-09-29,402.411,402.411,385.527,399.597,75.691208561137
2022-09-30,385.527,386.465,376.147,386.465,204.68608512307
2022-10-03,388.341,396.783,380.837,396.783,101.27696920152
2022-10-04,399.597,399.597,389.279,389.279,10.66073360016
2022-10-05,385.527,395.845,384.588,395.845,15.99110040024
2022-10-06,395.845,396.783,392.093,396.783,20.255393840304
2022-10-07,397.721,397.721,389.279,395.845,23.453613920352
2022-10-10,397.721,397.721,397.721,397.721,15.99110040024
2022-10-11,396.783,396.783,387.403,390.217,6.3964401600961
2022-10-12,395.845,395.845,386.465,388.341,117.26806960176
2022-10-13,389.279,390.217,389.279,389.279,14.925027040224
2022-10-14,395.845,396.783,386.465,396.783,21.32146720032
2022-10-17,393.97,396.783,387.403,393.97,18.123247120272
2022-10-18,393.97,393.97,389.279,390.217,35.180420880528
2022-10-19,388.341,389.279,382.713,389.279,222.80933224335
2022-10-20,389.279,389.279,384.588,384.588,3.198220080048
2022-10-21,383.651,387.403,376.147,387.403,132.19309664199
2022-10-24,387.403,392.093,387.403,392.093,66.096548320993
2022-10-25,392.093,392.093,388.341,392.093,9.5946602401441
2022-10-26,392.093,392.093,378.022,383.651,127.92880320192
2022-10-27,384.588,390.217,382.713,389.279,495.72411240745
2022-10-28,390.217,393.97,389.279,389.279,35.180420880528
2022-10-31,389.279,393.97,389.279,393.97,69.294768401041
2022-11-02,391.155,391.155,389.279,390.217,22.387540560336
2022-11-03,393.97,394.907,390.217,394.907,300.63268752452
2022-11-04,395.845,400.536,393.97,400.536,1556.4671056234
2022-11-07,399.597,403.35,399.597,403.35,47.973301200721
2022-11-08,400.536,400.536,399.597,399.597,27.717907360416
2022-11-09,398.659,399.597,392.093,392.093,30.916127440464
2022-11-10,397.721,397.721,392.093,397.721,217.47896544327
2022-11-14,398.659,405.225,393.97,403.35,302.76483424455
2022-11-15,403.35,407.102,398.659,407.102,164.17529744247
2022-11-16,405.225,408.039,403.35,403.35,21.32146720032
2022-11-17,405.225,405.225,399.597,399.597,40.510787680609
2022-11-18,399.597,406.164,399.597,405.225,21.32146720032
2022-11-21,405.225,405.225,399.597,399.597,34.114347520512
2022-11-22,401.473,406.164,401.473,403.35,28.783980720432
2022-11-23,406.164,407.102,403.35,403.35,49.039374560737
2022-11-24,403.35,403.35,401.473,401.473,30.916127440464
2022-11-25,403.35,405.225,399.597,399.597,18.123247120272
2022-11-28,401.473,422.11,401.473,418.358,143.91990360216
2022-11-29,418.358,419.296,412.73,415.544,55.435814720833
2022-11-30,422.11,422.11,412.73,422.11,24.519687280368
2022-12-01,422.11,423.048,412.73,412.73,41.576861040625
2022-12-02,412.73,414.605,408.039,408.039,18.123247120272
2022-12-05,414.605,423.048,410.853,412.73,62.898328240945
2022-12-06,423.048,423.048,406.164,408.977,85.285868801281
2022-12-07,408.977,418.358,406.164,406.164,5.3303668000801
2022-12-08,414.605,414.605,404.287,414.605,557.55636728838
2022-12-09,406.164,406.164,403.35,403.35,21.32146720032
2022-12-12,408.977,410.853,403.35,405.225,22.387540560336
2022-12-13,405.225,408.977,403.35,408.977,34.114347520512
2022-12-14,408.977,413.668,407.102,407.102,49.039374560737
2022-12-15,407.102,407.102,405.225,405.225,72.492988481089
2022-12-16,405.225,405.225,402.411,405.225,92.748382321393
2022-12-19,408.039,408.039,408.039,408.039,8.5285868801281
2022-12-20,403.35,405.225,401.473,405.225,35.180420880528
2022-12-21,407.102,407.102,400.536,403.35,305.9630543246
2022-12-22,403.35,403.35,400.536,403.35,142.85383024215
2022-12-23,399.597,403.35,399.597,403.35,116.20199624175
2022-12-27,400.536,402.411,400.536,401.473,294.23624736442
2022-12-28,401.473,408.977,401.473,406.164,518.11165296778
2022-12-29,406.164,418.358,404.287,405.225,78.889428641185
2022-12-30,408.039,408.977,404.287,404.287,106.6073360016
2023-01-02,412.73,418.358,412.73,418.358,24.519687280368
2023-01-03,419.296,429.614,418.358,429.614,240.93257936362
2023-01-04,429.614,447.436,427.738,436.18,101.27696920152
2023-01-05,442.747,444.622,436.18,436.18,33.048274160496
2023-01-09,442.747,443.684,431.49,431.49,78.889428641185
2023-01-10,436.18,445.56,436.18,440.87,117.26806960176
2023-01-11,445.56,445.56,431.49,431.49,77.823355281169
2023-01-12,431.49,439.933,431.49,431.49,178.03425112267
2023-01-13,431.49,436.18,417.419,431.49,889.10518225336
2023-01-16,431.49,437.118,426.8,427.738,46.907227840705
2023-01-17,438.056,438.056,427.738,427.738,26.6518340004
2023-01-18,438.056,438.056,427.738,437.118,43.709007760657
2023-01-19,437.118,438.056,434.304,434.304,50.105447920753
2023-01-20,433.366,433.366,426.8,431.49,58.634034800881
2023-01-23,431.49,435.242,427.738,435.242,40.510787680609
2023-01-24,433.366,433.366,431.49,432.428,28.783980720432
2023-01-25,432.428,440.87,423.985,438.994,190.82713144287
2023-01-26,438.994,448.374,431.49,445.56,95.946602401441
2023-01-27,448.374,450.25,435.242,440.87,27.717907360416
2023-01-30,440.87,448.374,440.87,444.622,42.642934400641
2023-01-31,444.622,444.622,435.242,440.87,29.850054080448
2023-02-01,444.622,447.436,434.304,434.304,58.634034800881
2023-02-02,434.304,440.87,434.304,440.87,28.783980720432
2023-02-03,440.87,447.436,440.87,447.436,59.700108160897
2023-02-06,447.436,447.436,440.87,442.747,54.369741360817
2023-02-07,442.747,444.622,442.747,444.622,65.030474960977
2023-02-08,444.622,444.622,437.118,437.118,24.519687280368
2023-02-09,437.118,443.684,437.118,443.684,45.841154480689
2023-02-10,436.18,436.18,435.242,435.242,40.510787680609
2023-02-13,442.747,442.747,433.366,433.366,19.189320480288
2023-02-14,435.242,437.118,432.428,437.118,21.32146720032
2023-02-15,433.366,433.366,431.49,431.49,54.369741360817
2023-02-16,431.49,434.304,427.738,434.304,82.087648721233
2023-02-17,432.428,432.428,432.428,432.428,23.453613920352
2023-02-20,431.49,431.49,427.738,427.738,19.189320480288
2023-02-21,426.8,431.49,425.862,431.49,55.435814720833
2023-02-22,425.862,425.862,425.862,425.862,1.066073360016
2023-02-23,426.8,431.49,425.862,425.862,10.66073360016
2023-02-24,425.862,425.862,425.862,425.862,4.2642934400641
2023-02-27,425.862,430.552,424.924,430.552,6.3964401600961
2023-02-28,431.49,431.49,423.048,424.924,34.114347520512
2023-03-01,424.924,424.924,423.048,424.924,9.5946602401441
2023-03-02,426.8,427.738,422.11,427.738,23.453613920352
2023-03-03,424.924,428.676,424.924,428.676,31.98220080048
2023-03-06,431.49,431.49,422.11,423.985,39.444714320593
2023-03-07,423.985,440.87,423.985,440.87,113.0037761617
2023-03-08,440.87,440.87,425.862,435.242,297.43446744447
2023-03-09,426.8,435.242,426.8,435.242,49.039374560737
2023-03-10,437.118,437.118,432.428,432.428,2.132146720032
2023-03-13,432.428,432.428,423.048,423.985,36.246494240544
2023-03-14,422.11,422.11,422.11,422.11,50.105447920753
2023-03-15,423.048,429.614,412.73,412.73,107.67340936162
2023-03-16,411.791,419.296,411.791,417.419,120.46628968181
2023-03-17,414.605,424.924,414.605,414.605,103.40911592155
2023-03-20,416.482,424.924,410.853,424.924,131.12702328197
2023-03-21,424.924,429.614,420.234,422.11,47.973301200721
2023-03-22,418.358,425.862,418.358,425.862,59.700108160897
2023-03-23,425.862,445.56,419.296,440.87,148.18419704223
2023-03-24,446.499,449.313,433.366,440.87,147.11812368221
2023-03-27,444.622,444.622,434.304,440.87,142.85383024215
2023-03-28,442.747,442.747,433.366,442.747,71.426915121073
2023-03-29,443.684,444.622,436.18,436.18,317.68986128477
2023-03-30,441.808,441.808,438.994,438.994,39.444714320593
2023-03-31,440.87,445.56,434.304,445.56,155.64671056234
2023-04-03,444.622,448.374,440.87,448.374,98.078749121473
2023-04-04,448.374,448.374,440.87,446.499,11.726806960176
2023-04-05,442.747,442.747,440.87,440.87,7.4625135201121
2023-04-06,440.87,440.87,433.366,440.87,70.360841761057
2023-04-11,438.994,446.499,438.994,446.499,108.73948272163
2023-04-12,445.56,446.499,436.18,446.499,30.916127440464
2023-04-13,446.499,446.499,446.499,446.499,15.99110040024
2023-04-14,446.499,446.499,437.118,445.56,187.62891136282
2023-04-17,446.499,448.374,445.56,448.374,68.228695041025
2023-04-18,448.374,457.755,445.56,456.816,671.62621681009
2023-04-19,455.879,455.879,450.25,450.25,230.27184576346
2023-04-20,451.188,454.002,450.25,454.002,237.73435928357
2023-04-21,454.941,455.879,452.127,455.879,352.8702821653
2023-04-24,454.941,454.941,452.127,452.127,230.27184576346
2023-04-25,458.693,476.515,458.693,476.515,1052.2144063358
2023-04-26,478.391,478.391,467.135,470.887,482.93123208725
2023-04-27,472.763,478.391,465.259,466.197,380.58818952572
2023-04-28,466.197,476.515,465.259,474.639,55.435814720833
2023-05-02,469.011,472.763,466.197,469.011,433.89185752652
2023-05-04,466.197,469.011,466.197,469.011,191.89320480288
2023-05-05,474.639,484.019,474.639,476.515,906.16235601361
2023-05-08,474.639,474.639,472.763,474.639,71.426915121073
2023-05-09,478.391,491.524,476.515,478.391,407.24002352612
2023-05-10,480.267,487.771,480.267,484.019,210.01645192315
2023-05-11,484.019,491.524,478.391,491.524,73.559061841105
2023-05-12,487.771,495.276,487.771,487.771,334.74703504503
2023-05-15,487.771,497.151,487.771,495.276,144.98597696218
2023-05-16,491.524,500.904,485.896,497.151,178.03425112267
2023-05-17,497.151,497.151,493.399,497.151,172.70388432259
2023-05-18,495.276,508.408,495.276,497.151,394.44714320593
2023-05-19,504.656,506.532,497.151,504.656,835.80151425256
2023-05-22,491.524,508.408,491.524,499.028,131.12702328197
2023-05-23,506.532,506.532,499.028,499.028,124.73058312187
2023-05-24,499.028,508.408,499.028,508.408,350.73813544527
2023-05-25,500.904,506.532,495.276,506.532,23.453613920352
2023-05-26,506.532,506.532,506.532,506.532,367.79530920553
2023-05-29,506.532,510.284,500.904,510.284,26.6518340004
2023-05-30,510.284,510.284,506.532,510.284,68.228695041025
2023-05-31,512.159,512.159,506.532,506.532,15.99110040024
2023-06-01,510.284,512.159,504.656,512.159,77.823355281169
2023-06-02,512.159,514.036,506.532,514.036,110.87162944167
2023-06-05,512.159,514.036,512.159,512.159,133.259170002
2023-06-06,506.532,510.284,506.532,506.532,119.40021632179
2023-06-07,510.284,517.788,504.656,504.656,196.15749824295
2023-06-09,506.532,519.664,506.532,514.036,194.02535152291
2023-06-12,514.036,515.912,506.532,508.408,119.40021632179
2023-06-13,514.036,515.912,510.284,514.036,378.45604280569
2023-06-14,512.159,515.912,510.284,510.284,108.73948272163
2023-06-15,508.408,515.912,508.408,514.036,104.47518928157
2023-06-16,521.54,521.54,515.912,519.664,31.98220080048
2023-06-19,519.664,519.664,510.284,510.284,43.709007760657
2023-06-20,512.159,525.292,512.159,525.292,132.19309664199
2023-06-21,521.54,521.54,515.912,515.912,53.303668000801
2023-06-22,525.292,530.921,525.292,525.292,671.62621681009
2023-06-23,525.292,527.168,525.292,527.168,85.285868801281
2023-06-26,527.168,529.044,527.168,529.044,68.228695041025
2023-06-27,529.044,529.044,525.292,529.044,63.964401600961
2023-06-28,534.673,534.673,525.292,527.168,158.84493064239
2023-06-29,536.548,536.548,521.54,521.54,308.09520104463
